episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
160,1.0,-4.022653926790253,-0.13414427321486433,93.54919010349509,3.394329050884174,1.2,[3.394329050884174, 1.2],0.0,False,True,0.60702534437579,1,23.090893150458662,1128.587,prepare,0.0
160,2.0,-4.0225966581865125,-0.13442907847281885,93.5495340048338,-9.26279705891925,1.001260221234286,[-9.26279705891925, 1.001260221234286],1.0,False,True,0.6058182518481015,1,23.090893150458662,1128.663,in_progress,0.0
160,3.0,-4.021519091549756,-0.128369112077233,93.15452006092927,14.383668949525998,1.0828514631340547,[14.383668949525998, 1.0828514631340547],1.0,False,True,0.632369126940456,1,23.090893150458662,1128.713,in_progress,0.0
160,4.0,-4.027698063222838,-0.10863212218063961,94.4016940937342,0.7709781414590964,1.093832472076442,[0.7709781414590964, 1.093832472076442],1.0,False,True,0.7151861186186188,1,23.090893150458662,1128.792,in_progress,0.0
160,5.0,-4.038715583796357,-0.07005604575687222,96.28072737483404,-30.0,1.074163141257284,[-30.0, 1.074163141257284],1.0,False,True,0.8774524074570303,2,23.090893150458662,1128.864,in_progress,0.0
160,6.0,-4.040291924078876,-0.03361154656165541,95.70701304429588,-30.0,1.2,[-30.0, 1.2],1.0,False,True,1.0340870071101593,2,23.090893150458662,1128.924,in_progress,0.0
160,7.0,-4.0249181096001605,0.029312088027218672,90.75433228385269,-20.207937062138438,1.108202036862825,[-20.207937062138438, 1.108202036862825],1.0,False,True,1.3113578671664428,2,23.090893150458662,1128.983,in_progress,0.0
160,8.0,-4.002528191931461,0.08469951485779904,85.44239600708052,-26.667071636549693,1.0941220229366482,[-26.667071636549693, 1.0941220229366482],1.0,False,True,1.5587646910636588,3,23.090893150458662,1129.06,in_progress,0.0
160,9.0,-3.973544246230116,0.1487121689418778,80.13211243870394,-30.0,1.0916487672723825,[-30.0, 1.0916487672723825],1.0,False,True,1.845872178170243,3,23.090893150458662,1129.131,in_progress,0.0
160,10.0,-3.933571123303085,0.21335150804030567,73.8380034144362,-13.332871139983673,1.1244239753960987,[-13.332871139983673, 1.1244239753960987],1.0,False,True,2.1800745640076333,3,23.090893150458662,1129.194,in_progress,0.0
160,11.0,-3.8992476480079947,0.2674868682898799,69.59840559162045,-23.34789926882624,1.0848591836282733,[-23.34789926882624, 1.0848591836282733],1.0,False,True,2.445599246427858,3,23.090893150458662,1129.252,in_progress,0.0
160,12.0,-3.8606424169739606,0.3338777158705011,66.73711568286467,-8.513971409036355,1.2,[-8.513971409036355, 1.2],1.0,False,True,2.767218616957793,4,23.090893150458662,1129.326,in_progress,0.0
160,13.0,-3.821514617959923,0.40146627729449524,64.71429748454734,-30.0,1.158116991656356,[-30.0, 1.158116991656356],1.0,False,True,3.0944399218862957,4,23.090893150458662,1129.389,in_progress,0.0
160,14.0,-3.769162542165164,0.48086192570225494,61.78862486940562,18.22738545318939,1.0,[18.22738545318939, 1.0],0.5,False,True,3.6156089474297026,4,23.090893150458662,1129.451,in_progress,0.0
160,15.0,-3.7251911563518116,0.5390161176118308,59.210211911169864,19.7361178614535,1.0,[19.7361178614535, 1.0],0.5,False,True,3.9284568013797343,5,23.090893150458662,1129.528,in_progress,0.0
160,16.0,-3.6936830960557057,0.6014366513782131,60.31483820867361,-30.0,1.0542178555981845,[-30.0, 1.0542178555981845],0.5,False,True,4.2309683712958694,5,23.090893150458662,1129.571,in_progress,0.0
160,17.0,-3.659684854098973,0.6703780417360037,61.2946077638396,-28.895304212209354,1.095711967588457,[-28.895304212209354, 1.095711967588457],0.5,False,True,4.710029338540557,5,23.090893150458662,1129.661,in_progress,0.0
160,18.0,-3.6084480356775033,0.7375602643641155,58.52295280641258,-20.411095245445402,1.0,[-20.411095245445402, 1.0],1.0,False,True,5.070994194137804,5,23.090893150458662,1129.723,in_progress,0.0
160,19.0,-3.5574110394387484,0.7874506662632442,54.62113488170331,-26.42460649420574,1.0331650805005215,[-26.42460649420574, 1.0331650805005215],1.0,False,True,5.3800241222834435,6,23.090893150458662,1129.792,in_progress,0.0
160,20.0,-3.5012105460599345,0.8363104231050477,50.74561961718613,-30.0,1.1504940606495455,[-30.0, 1.1504940606495455],1.0,False,True,5.702285377848301,6,23.090893150458662,1129.863,in_progress,0.0
160,21.0,-3.432567655962093,0.8791226138729201,44.99776152722841,-30.0,1.1931856697628187,[-30.0, 1.1931856697628187],1.0,False,True,6.180866840495165,6,23.090893150458662,1129.927,in_progress,0.0
160,22.0,-3.358398532609404,0.9131334626955729,38.75285297737032,-30.0,1.0,[-30.0, 1.0],1.0,False,True,6.53420424278616,7,23.090893150458662,1129.994,in_progress,0.0
160,23.0,-3.2909673170131515,0.9394788015600649,33.91893346036616,-30.0,1.0,[-30.0, 1.0],1.0,False,True,6.846954938766555,7,23.090893150458662,1130.049,in_progress,0.0
160,24.0,-3.2117232292600386,0.9609588980355881,28.12403119944283,-16.08309653645619,1.041945076991888,[-16.08309653645619, 1.041945076991888],1.0,False,True,7.313973914802352,7,23.090893150458662,1130.122,in_progress,0.0
160,25.0,-3.14500177942473,0.9752310108869416,23.8999654898398,-14.023409168487866,1.0,[-14.023409168487866, 1.0],1.0,False,True,7.609389202560678,7,23.090893150458662,1130.196,in_progress,0.0
160,26.0,-3.069404849055447,0.9910258510616303,20.374914702442897,-24.76642511297144,1.2,[-24.76642511297144, 1.2],1.0,False,True,7.94379646017676,8,23.090893150458662,1130.256,in_progress,0.0
160,27.0,-2.9998473328122417,0.9957311254740747,15.967404360894424,-25.228447049806135,1.2,[-25.228447049806135, 1.2],0.5,False,True,8.2435109130157,8,23.090893150458662,1130.331,in_progress,0.0
160,28.0,-2.914000549902973,0.989270037399431,9.368833204043746,-3.313220768937672,1.2,[-3.313220768937672, 1.2],0.5,False,True,8.70104852183031,8,23.090893150458662,1130.392,in_progress,0.0
160,29.0,-2.8366668659879384,0.9794518719802635,4.251410751338328,-19.361277163624738,1.1113551723471642,[-19.361277163624738, 1.1113551723471642],0.5,False,True,9.03548502797812,8,23.090893150458662,1130.458,in_progress,0.0
160,30.0,-2.7574819051566752,0.9703899962465311,0.9458236171065771,-11.03504980414133,1.1377567602104042,[-11.03504980414133, 1.1377567602104042],0.5,False,True,9.377973414999605,9,23.090893150458662,1130.483,in_progress,0.0
160,31.0,-2.6809393538404973,0.9546874618811103,-2.783784674372837,-30.0,1.1338859297778958,[-30.0, 1.1338859297778958],0.5,False,True,9.84335375645262,9,23.090893150458662,1130.597,in_progress,0.0
160,32.0,-2.600998378158325,0.9331080578529619,-6.6721166872113695,30.0,1.2,[30.0, 1.2],0.5,False,True,10.200804029474872,9,23.090893150458662,1130.662,in_progress,0.0
160,33.0,-2.5255582857767154,0.9097201777185225,-9.893123411725785,1.078790134633568,1.1396909967532636,[1.078790134633568, 1.1396909967532636],0.5,False,True,10.540522000904705,10,23.090893150458662,1130.726,in_progress,0.0
160,34.0,-2.4456487824576967,0.8898325803977667,-11.15974656640527,24.17865336496844,1.2,[24.17865336496844, 1.2],0.5,False,True,10.896499201823014,10,23.090893150458662,1130.796,in_progress,0.0
160,35.0,-2.3694931227469116,0.875638558405453,-10.957227818895513,-7.243725820298877,1.2,[-7.243725820298877, 1.2],0.5,False,True,11.392535359931758,10,23.090893150458662,1130.862,in_progress,0.0
160,36.0,-2.2815293664082197,0.864050737362006,-9.84905967741842,21.662134727191585,1.1567203972200513,[21.662134727191585, 1.1567203972200513],0.5,False,True,11.763429060812614,11,23.090893150458662,1130.914,in_progress,0.0
160,37.0,-2.1983630192296624,0.8518774360043949,-9.366440749380638,29.770344439329065,1.2,[29.770344439329065, 1.2],0.5,False,True,12.116125077732551,11,23.090893150458662,1130.995,in_progress,0.0
160,38.0,-2.1126996998556185,0.8506509735909541,-6.58538869145763,-15.822666235257453,1.1674054903438278,[-15.822666235257453, 1.1674054903438278],1.0,False,True,12.492196584863075,11,23.090893150458662,1131.066,in_progress,0.0
160,39.0,-2.0289922521361947,0.8518521506077114,-4.259270036508981,20.55419313396674,1.1384348837615557,[20.55419313396674, 1.1384348837615557],1.0,False,True,12.812353986983005,11,23.090893150458662,1131.132,in_progress,0.0
160,40.0,-1.9402913480566832,0.8470985798005467,-3.8328033370856227,-0.7717293980681816,1.1476160119491148,[-0.7717293980681816, 1.1476160119491148],1.0,False,True,13.16352452149497,12,23.090893150458662,1131.195,in_progress,0.0
160,41.0,-1.8610040734310798,0.8434972778112091,-3.4572260470242586,28.044219693023052,1.137101250335957,[28.044219693023052, 1.137101250335957],1.0,False,True,13.476145402322553,12,23.090893150458662,1131.256,in_progress,0.0
