episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
140,1.0,-4.022641042965757,-0.13432926717223037,93.55180008140279,-1.8883633152784505,1.1249232289300632,[-1.8883633152784505, 1.1249232289300632],0.0,False,True,0.6062321031683452,1,23.090893150458662,808.452,prepare,0.0
140,2.0,-4.0225966581865125,-0.13442907847282906,93.5495340048335,-14.499731393121602,1.1398884929166822,[-14.499731393121602, 1.1398884929166822],1.0,False,True,0.6058182518481017,1,23.090893150458662,808.524,in_progress,0.0
140,3.0,-4.022767696832781,-0.12728796819820087,93.47945398697634,-16.262381392356936,1.1923511518872394,[-16.262381392356936, 1.1923511518872394],1.0,False,True,0.6365620267121211,1,23.090893150458662,808.589,in_progress,0.0
140,4.0,-4.019961385715537,-0.10562916026043898,92.46378573185272,15.620836589675562,1.2,[15.620836589675562, 1.2],1.0,False,True,0.7310624649279267,1,23.090893150458662,808.656,in_progress,0.0
140,5.0,-4.021163743464492,-0.06733180345262202,92.36247396320793,-19.943962881576738,1.1720470396545686,[-19.943962881576738, 1.1720470396545686],1.0,False,True,0.89583190010147,2,23.090893150458662,808.725,in_progress,0.0
140,6.0,-4.021372071069712,-0.01129713788725109,91.89221705231806,7.030632822029894,1.0930513316664279,[7.030632822029894, 1.0930513316664279],1.0,False,True,1.137499341564738,2,23.090893150458662,808.796,in_progress,0.0
140,7.0,-4.020174100062923,0.029273803252726396,91.15818913494255,30.0,1.2,[30.0, 1.2],1.0,False,True,1.3129837459233102,2,23.090893150458662,808.857,in_progress,0.0
140,8.0,-4.034003599927595,0.09584695490403561,94.00429194927553,-5.2247019505394725,1.1513263655204913,[-5.2247019505394725, 1.1513263655204913],1.0,False,True,1.5949740543531357,3,23.090893150458662,808.928,in_progress,0.0
140,9.0,-4.050170357673156,0.15975245650425718,96.618119721447,-30.0,1.1372242937555992,[-30.0, 1.1372242937555992],1.0,False,True,1.8645731175612432,3,23.090893150458662,808.984,in_progress,0.0
140,10.0,-4.053666441458255,0.2292080206642715,95.75190668925754,-22.16162691329939,1.0323089433060932,[-22.16162691329939, 1.0323089433060932],1.0,False,True,2.108009271623779,3,23.090893150458662,809.062,in_progress,0.0
140,11.0,-4.04625050196041,0.308352518081936,92.43350318286615,-30.0,1.0620537932724339,[-30.0, 1.0620537932724339],1.0,False,True,2.446965710403768,3,23.090893150458662,809.116,in_progress,0.0
140,12.0,-4.0305994324344825,0.3803571486899969,88.34297694982057,18.075328964849028,1.0419281130465827,[18.075328964849028, 1.0419281130465827],1.0,False,True,2.7655950875261506,4,23.090893150458662,809.195,in_progress,0.0
140,13.0,-4.018763004254261,0.45685861587393006,86.22136314130394,13.402889003573392,1.0999859910379994,[13.402889003573392, 1.0999859910379994],1.0,False,True,3.0986064547397465,4,23.090893150458662,809.26,in_progress,0.0
140,14.0,-4.02119121475288,0.5315351896138966,87.80804735010098,-30.0,1.052482102285168,[-30.0, 1.052482102285168],0.5,False,True,3.272192440986056,4,23.090893150458662,809.324,in_progress,0.0
